online_order,book_table,votes,location,rest_type,cost
1,0,553,26,20,800
1,0,560,26,20,900
1,1,1856,26,21,1100
1,0,331,16,29,600
1,0,1157,26,16,500
1,0,271,26,29,500
1,0,331,31,62,500
1,0,264,31,62,450
1,0,1850,26,20,800
1,0,132,31,9,250
1,0,97,26,20,600
1,1,2579,26,20,1600
1,0,327,58,20,600
1,0,77,16,32,300
1,0,84,33,62,350
1,0,162,31,62,400
1,0,151,31,20,800
0,0,341,26,62,800
1,0,293,10,20,550
1,0,170,31,62,550
1,0,72,26,13,900
1,0,74,26,30,350
1,0,195,26,13,400
1,0,290,26,20,600
1,0,267,31,29,400
1,0,112,31,62,450
1,0,48,26,62,200
1,0,149,16,62,200
1,0,292,26,30,300
1,1,1503,26,20,1500
1,0,334,26,20,550
1,0,134,10,62,200
1,0,71,26,20,750
1,0,87,26,13,450
1,0,1216,26,13,600
1,0,125,26,62,500
1,0,217,77,20,650
1,0,282,26,30,300
1,0,34,18,62,300
1,1,1488,26,20,600
1,1,598,26,20,800
1,1,3305,26,20,1400
1,0,542,58,29,600
1,0,90,77,29,200
1,0,739,26,62,500
1,0,33,58,72,500
1,0,338,26,22,800
1,0,128,33,20,600
1,1,695,26,20,1000
1,0,40,26,29,600
1,0,570,26,20,400
1,0,229,26,62,350
1,0,38,26,62,350
1,0,420,58,20,700
1,0,42,16,31,400
1,0,724,26,20,500
1,0,580,26,62,400
1,0,54,26,29,500
1,0,282,31,20,700
1,0,127,18,72,300
1,0,244,26,20,800
1,0,241,26,20,500
1,1,861,26,20,1200
1,0,228,31,66,250
1,0,167,58,62,500
1,0,125,26,35,400
1,0,61,33,72,400
1,0,631,26,30,300
1,0,112,26,20,600
1,0,56,26,72,700
1,1,97,26,20,1200
1,0,217,17,44,450
1,0,80,58,9,200
1,0,164,26,62,600
1,0,1331,26,16,1000
1,0,84,26,30,300
1,0,254,31,20,500
1,0,112,26,68,150
1,0,397,26,13,700
1,0,190,31,62,250
1,1,217,16,20,1500
1,1,147,26,13,700
1,0,60,31,62,300
1,1,771,26,22,1000
1,0,124,26,14,450
1,0,54,26,62,200
1,0,63,33,62,500
1,0,70,33,20,750
1,0,402,26,13,500
1,0,96,58,62,450
1,0,210,26,12,500
0,1,427,58,21,1400
1,1,1021,26,20,1200
1,0,223,26,62,400
0,0,79,16,62,300
1,0,120,58,20,550
1,0,93,26,62,500
1,0,115,33,20,500
1,0,45,26,62,150
1,0,105,43,62,400
1,0,60,33,1,450
0,0,287,58,20,450
0,0,73,58,62,400
1,0,103,26,30,300
1,1,59,26,20,1200
1,0,139,26,21,750
1,0,61,26,29,300
1,0,93,33,72,300
1,1,1258,26,14,1000
1,0,350,26,20,450
1,0,124,58,62,250
1,0,44,58,62,200
1,0,156,26,62,300
1,0,122,31,62,250
0,1,172,58,37,1900
1,0,142,26,13,750
1,0,110,43,72,400
0,0,67,26,62,200
0,0,93,58,20,500
1,1,300,26,20,1200
1,0,374,31,62,150
0,1,242,26,5,1500
1,1,348,58,26,900
0,0,50,58,62,400
1,1,2099,26,20,800
1,0,249,26,20,700
1,0,38,26,13,700
1,0,128,26,13,600
1,0,1920,26,13,800
0,0,2432,26,46,2000
0,0,185,26,13,500
1,0,410,26,62,350
0,0,263,26,72,700
1,1,1387,26,13,800
0,0,91,26,62,300
0,0,82,26,62,400
0,0,76,26,2,400
0,0,49,26,13,200
0,0,71,26,72,200
0,0,134,26,17,600
0,0,59,26,13,500
1,0,133,77,62,500
1,1,1352,26,20,1700
0,1,241,26,49,1500
0,1,1806,16,48,1600
1,0,137,26,3,400
0,1,984,26,5,1400
1,1,1799,26,20,900
0,0,1098,26,20,700
0,1,956,26,21,800
0,0,82,26,20,800
0,0,820,26,20,900
0,1,215,26,20,1500
0,0,777,26,20,650
0,0,592,26,13,700
0,0,287,31,13,500
0,0,146,26,72,800
0,0,125,26,62,300
0,1,289,26,20,600
0,0,124,26,9,350
0,0,544,26,33,600
0,0,343,16,43,400
0,0,731,26,62,200
0,0,155,26,13,700
0,0,219,31,62,150
0,0,45,31,20,500
0,0,215,26,12,400
0,0,210,77,20,700
1,0,135,26,32,400
0,0,119,16,20,450
0,0,47,16,20,250
0,0,46,16,20,1100
0,0,31,31,62,400
0,0,64,77,69,300
0,0,70,31,62,200
0,0,106,10,62,500
0,0,68,31,72,500
0,0,32,77,29,300
0,0,43,16,29,500
0,0,391,16,62,500
0,0,80,31,20,500
1,0,48,26,1,500
1,1,284,41,21,1500
1,0,367,16,20,600
1,0,542,58,29,600
1,0,26,58,29,500
1,0,262,58,69,400
1,0,102,58,69,400
0,0,72,58,30,1200
1,0,139,58,33,700
1,0,80,58,9,200
0,0,120,77,30,400
1,0,90,77,29,200
1,0,228,31,66,250
0,0,64,77,69,300
0,0,70,31,62,200
1,1,1785,26,20,1200
1,0,2174,26,30,400
0,0,1132,26,17,800
1,0,1732,26,33,900
1,1,1258,26,14,1000
0,0,945,26,30,200
0,0,592,26,13,700
1,0,96,26,30,400
1,0,282,26,30,300
1,0,571,26,11,400
1,0,429,26,33,400
1,0,379,26,30,400
1,0,631,26,30,300
1,0,132,26,30,300
1,0,124,26,14,450
1,1,220,26,62,800
1,0,42,26,30,400
1,0,895,16,29,500
0,0,82,26,62,400
0,0,76,26,2,400
1,0,42,16,31,400
1,1,255,26,20,800
1,0,338,26,22,800
1,0,142,26,13,750
1,0,743,26,30,300
1,0,217,26,30,500
1,0,261,26,30,300
0,0,544,26,33,600
1,0,74,26,30,350
1,0,137,26,3,400
1,0,77,16,32,300
1,0,64,16,30,200
1,0,103,26,30,300
0,0,49,26,13,200
0,0,71,26,72,200
1,0,135,26,32,300
1,0,48,26,1,500
0,0,119,16,20,450
0,0,134,26,17,600
0,1,9300,58,61,1800
0,1,597,58,37,3500
0,1,522,58,37,4000
1,1,2037,58,20,1000
0,0,417,58,4,1000
0,1,428,58,37,2200
0,1,427,58,21,1400
0,1,312,58,37,2000
1,0,1627,58,20,700
0,1,128,58,37,6000
0,1,247,58,37,3500
0,1,433,58,28,2400
1,1,348,58,26,900
0,1,407,58,20,1500
1,0,420,58,20,700
0,0,288,58,20,450
1,0,149,58,20,800
1,0,449,58,20,300
1,0,327,58,20,600
1,0,120,58,20,550
1,0,644,58,62,400
1,0,399,58,20,750
0,1,172,58,37,1900
0,0,109,58,46,3000
0,0,97,58,20,500
1,0,44,58,62,200
1,0,332,58,62,400
1,0,124,58,62,250
0,0,73,58,62,400
1,0,35,58,62,350
0,0,82,58,62,150
0,0,141,58,62,300
1,0,413,58,62,400
1,0,393,58,62,400
1,0,139,58,33,700
1,0,167,58,62,500
1,0,104,58,62,500
1,0,42,58,62,400
1,0,52,58,62,400
0,0,97,58,62,500
0,0,50,58,62,400
1,0,97,58,62,450
1,0,164,58,62,250
1,0,531,77,20,600
1,0,144,31,20,600
1,0,292,31,20,850
1,0,283,31,20,700
1,0,427,31,20,500
1,0,691,31,20,750
0,0,288,31,13,500
1,0,151,31,20,800
1,0,652,31,20,500
1,0,262,31,20,600
1,0,108,31,20,750
1,0,217,77,20,650
1,0,234,31,20,600
0,0,45,31,20,500
1,0,162,31,62,400
0,0,210,77,20,700
1,0,254,31,20,500
1,1,258,31,20,500
1,0,584,31,20,600
0,0,80,31,20,500
1,0,1345,31,62,500
1,0,596,77,62,800
1,0,253,31,62,400
1,0,563,77,62,350
1,0,506,31,62,300
1,0,374,31,62,150
1,0,190,31,62,250
1,0,155,31,62,200
1,0,186,31,62,150
1,0,419,31,62,200
1,0,170,31,62,550
1,0,228,31,66,250
1,0,265,31,62,450
1,0,60,31,62,300
1,0,331,31,62,500
1,0,161,31,62,350
0,0,219,31,62,150
1,0,112,31,62,450
0,0,96,77,62,350
1,0,214,31,72,450
1,0,133,77,62,500
0,0,31,31,62,400
0,0,70,31,62,200
1,0,122,31,62,250
1,0,62,31,62,400
1,0,181,31,62,350
0,1,7270,26,20,1600
0,0,548,26,5,1000
1,0,328,26,20,800
1,0,1677,26,20,1500
1,0,1909,26,20,1800
0,1,6998,26,56,1400
0,1,221,26,5,2000
1,0,3823,26,21,1200
1,1,3439,26,20,1500
0,1,3659,26,49,1900
0,1,4239,26,5,1500
0,1,2861,26,5,1500
1,1,1785,26,20,1200
1,1,5448,26,20,1600
0,1,3173,26,5,1400
0,1,4453,26,20,1500
0,1,980,26,38,2500
0,1,962,26,5,1300
0,1,246,26,20,1000
1,1,3307,26,20,1400
1,1,266,26,20,1700
1,1,1555,26,20,1700
1,1,1799,26,20,900
1,1,1526,26,21,1500
0,1,1658,26,20,1500
1,1,886,26,20,1200
0,1,2946,26,57,1300
1,0,3890,26,57,1400
0,0,1100,26,20,700
1,1,1673,26,20,1300
1,1,2580,26,20,1600
0,1,769,26,20,1000
1,0,1332,26,16,1000
1,0,1240,26,20,1200
0,0,2950,26,20,1100
1,1,1262,26,14,1000
0,1,474,16,37,3000
0,1,242,26,49,1500
1,1,1489,26,20,600
0,0,2432,26,46,2000
1,1,2100,26,20,800
0,1,2039,16,61,1700
1,0,8304,26,20,750
1,1,863,26,20,1200
1,0,467,16,20,600
0,1,1230,26,20,800
0,1,957,26,21,800
0,1,117,26,20,1200
0,1,1808,16,48,1600
0,0,84,26,20,800
1,0,134,26,13,200
0,1,205,26,21,1000
0,0,1699,26,26,1100
0,0,823,26,20,900
1,0,38,26,13,700
0,1,215,26,20,1500
1,0,398,26,13,700
1,1,1857,26,21,1100
0,1,597,26,4,1300
1,1,1431,26,5,1500
0,1,739,26,60,1500
1,1,58,26,62,450
0,0,777,26,20,650
1,0,1157,26,16,500
1,1,771,26,22,1000
0,1,776,26,25,1000
0,1,822,26,4,1800
0,1,1118,26,46,1500
0,0,592,26,13,700
1,1,1387,26,13,800
1,0,427,26,13,650
0,1,1096,26,60,1100
1,1,1022,26,20,1200
1,1,98,26,20,1200
1,1,217,16,20,1500
1,1,537,26,20,800
1,0,243,26,20,500
0,1,988,26,5,1400
0,1,326,16,20,1800
0,1,244,26,5,1500
1,1,147,26,13,700
0,1,604,26,46,1800
1,1,220,26,62,800
1,0,724,26,20,500
0,1,1224,26,57,1200
0,0,120,16,21,1700
0,1,211,16,4,2000
0,1,271,26,60,1300
0,1,856,26,46,1600
1,0,244,26,20,800
1,0,682,26,13,500
1,0,351,26,20,450
0,0,125,26,62,300
1,0,326,16,20,1000
1,1,255,26,20,800
1,0,135,26,51,300
1,0,338,26,22,800
1,0,183,26,20,600
1,0,553,26,20,800
1,0,454,26,62,300
0,1,289,26,20,600
0,1,95,16,37,3000
0,1,200,26,21,1000
1,0,366,16,20,600
1,0,379,26,30,400
1,1,56,26,62,350
1,0,307,16,62,300
0,0,82,26,62,400
0,0,155,26,13,700
1,0,581,26,62,400
1,0,223,26,62,400
0,0,91,26,62,200
1,0,156,26,62,300
1,0,249,26,20,700
0,0,66,16,62,150
1,0,165,26,62,600
0,0,544,26,33,600
1,0,85,26,62,300
1,0,97,26,20,600
0,0,343,16,43,400
0,0,185,26,13,500
1,0,55,26,62,250
0,0,56,16,20,1800
0,0,108,16,4,1300
1,0,229,26,62,350
1,0,137,26,3,400
1,0,739,26,62,500
1,0,410,26,62,350
1,0,128,26,13,600
0,0,79,16,62,300
1,0,261,26,62,500
0,0,119,16,20,450
0,0,59,26,13,500
0,0,47,16,20,250
0,0,46,16,20,1100
0,0,134,26,17,600
0,1,146,16,21,1200
1,0,48,26,1,500
0,0,106,10,62,500
1,0,929,26,62,300
1,0,89,10,62,250
0,0,391,16,62,500
1,0,149,16,62,200
1,0,166,16,62,600
0,1,2861,26,5,1500
0,1,9300,58,61,1800
0,0,417,58,4,1000
0,0,80,58,4,1800
0,1,433,58,28,2400
0,0,109,58,46,3000
0,1,6998,26,56,1400
0,1,221,26,5,2000
0,1,3659,26,49,1900
0,1,4239,26,5,1500
0,1,3173,26,5,1400
0,1,962,26,5,1300
0,1,2946,26,57,1300
1,0,3890,26,57,1400
1,0,1332,26,16,1000
0,1,242,26,49,1500
0,0,2432,26,46,2000
0,1,2039,16,61,1700
0,1,1808,16,48,1600
0,0,1699,26,26,1100
1,1,1857,26,21,1100
1,1,1431,26,5,1500
0,1,739,26,60,1500
0,1,822,26,4,1800
0,1,1118,26,46,1500
0,1,1096,26,60,1100
0,1,988,26,5,1400
0,1,604,26,46,1800
0,1,1224,26,57,1200
0,1,271,26,60,1300
0,1,856,26,46,1600
0,1,200,26,21,1000
0,0,108,16,4,1300
0,1,597,26,4,1300
0,1,205,26,21,1000
0,1,9300,58,61,1800
0,0,417,58,4,1000
0,1,427,58,21,1400
0,0,80,58,4,1800
1,1,348,58,26,900
0,0,548,26,5,1000
0,1,6998,26,56,1400
0,1,221,26,5,2000
1,0,3823,26,21,1200
0,1,4239,26,5,1500
0,1,2861,26,5,1500
0,1,980,26,38,2500
0,1,962,26,5,1300
1,1,1526,26,21,1500
0,1,2946,26,57,1300
1,0,3890,26,57,1400
0,1,2039,16,61,1700
0,1,957,26,21,800
0,0,1699,26,26,1100
1,1,1857,26,21,1100
1,1,1431,26,5,1500
0,1,739,26,60,1500
0,1,822,26,4,1800
0,1,1096,26,60,1100
0,1,988,26,5,1400
0,1,244,26,5,1500
0,1,1224,26,57,1200
0,0,120,16,21,1700
0,1,211,16,4,2000
0,1,271,26,60,1300
0,1,200,26,21,1000
0,0,108,16,4,1300
0,1,146,16,21,1200
0,1,1282,62,20,1600
0,1,859,62,20,800
0,1,617,62,38,1800
1,0,630,62,20,750
0,1,621,62,20,1000
0,0,81,62,20,600
1,1,57,62,20,900
1,1,393,5,22,600
0,1,965,52,37,2000
0,1,416,61,20,1200
1,1,1157,52,20,1700
1,1,1102,52,20,1500
0,1,1145,52,20,1100
0,1,569,52,20,1000
0,1,113,72,20,1000
1,1,393,5,22,600
0,0,239,5,22,600
1,0,99,5,13,500
1,0,274,52,13,600
1,0,77,52,13,500
1,0,289,52,17,700
1,0,505,52,13,500
0,0,400,52,13,700
0,0,117,52,13,350
1,0,72,52,13,500
1,0,251,52,13,400
1,0,236,62,29,500
1,0,209,62,62,450
1,0,155,62,30,500
1,0,537,83,29,450
1,0,405,72,30,400
1,0,630,62,20,750
1,0,284,52,41,400
1,0,115,62,30,400
1,0,250,52,62,300
1,0,358,82,20,850
1,0,371,62,20,700
1,0,141,52,62,250
1,0,143,52,30,400
1,0,713,56,72,500
1,0,185,50,62,450
1,1,167,52,20,1100
1,0,1176,82,62,250
1,1,610,52,20,1000
1,0,252,52,62,350
1,0,152,72,20,600
1,0,73,52,62,300
1,0,600,72,62,250
1,0,82,20,72,400
1,0,162,5,62,400
1,0,320,62,20,800
1,0,1195,52,62,250
1,0,99,5,13,500
1,0,373,5,62,400
1,0,287,62,62,150
1,0,223,62,29,650
1,0,559,62,72,500
1,0,114,52,62,200
1,0,440,62,62,600
1,0,343,52,62,350
1,0,492,5,20,750
1,0,630,61,35,450
1,0,335,62,20,450
1,0,184,62,72,500
1,1,1026,5,20,800
1,0,173,52,62,300
1,0,31,5,29,600
1,0,110,5,20,500
1,0,555,82,64,400
1,1,393,5,22,600
1,0,182,62,72,800
1,0,502,62,20,600
1,0,53,62,29,600
1,1,6461,52,21,1400
1,0,591,62,20,700
1,1,1973,52,20,2000
1,1,1157,52,20,1700
1,0,316,52,20,1200
1,0,74,62,62,350
1,0,39,62,29,500
1,0,121,82,20,600
1,0,244,5,20,600
1,1,2396,62,21,1100
1,0,444,52,20,600
1,0,397,62,62,450
1,0,101,62,62,400
1,0,197,52,30,300
1,0,41,5,72,800
1,0,349,62,20,600
1,0,104,52,11,400
1,0,787,52,20,1000
1,0,324,52,20,650
1,0,280,72,20,600
1,0,285,5,20,800
1,0,135,67,20,700
1,0,136,5,62,500
1,0,723,67,14,400
1,0,84,72,62,150
1,0,35,5,30,250
1,0,462,52,62,200
1,0,140,82,62,350
1,0,112,72,30,400
1,1,533,67,20,1000
1,0,121,52,63,300
1,0,131,52,41,450
1,0,71,52,67,500
1,1,664,52,5,1100
1,0,179,5,30,500
1,1,1102,52,20,1500
1,0,489,52,62,300
1,1,470,52,21,1200
1,0,180,62,20,500
1,0,505,52,13,500
1,0,58,52,41,300
1,0,100,52,62,400
1,0,73,52,69,250
1,0,360,52,41,300
1,0,105,52,62,300
1,0,68,5,20,500
1,1,675,62,20,900
1,0,75,5,30,350
1,0,274,52,13,600
1,1,405,5,21,800
1,1,428,62,20,1100
0,0,75,62,62,300
1,0,377,52,62,400
1,0,590,62,20,600
1,0,149,62,20,700
1,0,572,67,20,800
0,1,859,62,20,800
1,0,1734,52,57,1400
1,0,86,52,20,600
1,0,109,52,62,120
0,0,46,61,20,1000
1,0,88,52,2,400
1,0,441,82,62,250
1,0,96,62,20,400
1,0,252,52,13,400
1,0,2416,52,62,150
1,0,310,82,62,100
0,0,930,62,21,800
0,0,103,62,21,900
1,0,72,52,13,500
1,0,4421,52,62,150
0,1,620,62,20,1000
1,0,216,62,62,400
1,0,123,5,20,750
1,0,327,52,51,150
1,0,97,62,62,150
1,0,87,72,62,200
1,0,94,62,62,350
1,0,81,52,20,600
1,0,291,52,63,300
1,0,41,52,62,150
1,1,57,62,20,900
1,0,177,72,62,300
0,0,453,4,62,100
0,0,175,5,62,350
0,0,239,5,22,600
0,0,57,5,62,600
1,0,86,61,5,1500
1,0,80,52,13,500
0,1,1145,52,20,1100
0,0,190,52,30,200
0,0,124,52,41,400
0,0,128,82,20,600
0,0,178,5,20,750
0,0,49,52,41,800
0,0,49,5,70,250
0,0,30,52,62,500
0,0,270,52,41,500
1,0,290,62,72,600
0,0,1161,62,0,200
1,0,155,62,30,500
1,0,115,62,30,400
1,0,39,62,29,500
1,1,397,5,22,600
1,0,35,5,30,250
0,0,148,5,30,200
1,0,179,5,30,500
1,0,61,5,69,100
1,0,99,5,13,500
0,0,57,5,62,600
1,0,75,5,30,350
0,0,49,5,70,250
0,0,46,5,2,200
0,0,236,61,30,500
1,0,406,72,30,400
1,0,290,52,17,700
0,0,108,52,30,250
0,0,133,52,0,250
1,0,197,52,30,300
0,0,81,52,30,100
0,0,96,52,41,250
0,0,51,52,30,200
1,0,131,52,41,450
1,0,360,52,41,300
1,0,143,52,30,400
0,1,1103,62,5,1650
1,1,2423,62,21,1100
0,1,1284,62,20,1600
0,0,690,62,20,400
0,0,818,62,20,600
0,1,858,62,20,800
1,0,568,62,20,700
0,1,617,62,38,1800
1,0,591,62,20,700
1,0,633,62,20,750
1,1,676,62,20,900
1,1,428,62,20,1100
1,0,335,62,20,450
0,0,930,62,21,800
0,0,103,62,21,900
1,0,320,62,20,800
0,1,620,62,20,1000
1,0,502,62,20,600
1,0,149,62,20,700
0,1,137,62,20,700
0,0,81,62,20,600
1,0,94,62,62,350
1,0,180,62,20,500
1,1,57,62,20,900
0,0,97,62,24,1000
1,0,349,62,20,600
1,0,590,62,20,600
0,0,84,62,21,1200
1,0,96,62,20,400
0,0,332,62,62,300
1,0,216,62,62,400
1,0,101,62,62,400
1,0,392,62,62,400
1,0,74,62,62,350
1,0,266,62,41,600
1,0,397,62,62,450
0,0,75,62,62,300
1,0,99,62,62,300
0,0,68,62,62,450
1,0,108,62,62,750
1,0,209,62,62,450
1,1,1026,5,20,800
1,1,397,5,22,600
1,0,245,5,20,600
0,0,175,5,62,350
0,0,180,5,62,300
1,0,110,5,20,500
1,0,68,5,20,500
0,1,96,5,60,1200
1,1,405,5,21,800
0,0,178,5,20,750
1,0,123,5,20,750
0,0,239,5,22,600
1,0,99,5,13,500
1,0,285,5,20,800
0,0,49,5,70,250
1,0,373,5,62,400
0,0,407,5,62,400
1,0,136,5,62,500
0,0,57,5,62,600
0,0,51,5,62,200
1,0,162,5,62,400
0,1,4781,52,49,2600
1,1,1985,52,20,2000
0,0,2324,52,52,1800
0,1,968,52,37,2000
0,1,420,61,20,1200
0,1,1367,52,20,1300
0,1,566,52,37,2500
1,1,1157,52,20,1700
1,1,6470,52,21,1400
1,1,610,52,20,1000
1,0,789,52,20,1000
1,1,1103,52,20,1500
1,0,1734,52,57,1400
0,0,218,52,20,800
1,0,4421,52,62,150
0,0,777,52,46,1400
0,1,167,61,5,1400
1,1,471,52,21,1200
1,0,317,52,20,1200
1,0,274,52,13,600
1,0,80,52,13,500
0,0,493,52,20,1500
0,1,1145,52,20,1100
0,0,742,52,57,1500
0,1,405,52,46,1500
1,0,1196,52,62,250
1,1,664,52,5,1100
1,0,324,52,20,650
0,1,569,52,20,1000
1,0,290,52,17,700
1,0,506,52,13,500
1,0,128,52,62,100
0,0,117,52,20,500
1,0,444,52,20,600
0,0,613,52,20,500
0,0,356,52,62,300
0,1,96,52,4,1100
1,0,358,82,20,850
0,1,246,52,37,2500
1,0,144,52,62,250
0,0,128,82,20,600
0,0,1189,52,20,1500
1,0,327,52,51,150
0,0,151,72,20,700
1,1,167,52,20,1100
0,0,76,52,62,200
1,0,81,52,20,600
1,0,344,52,62,350
0,0,62,72,20,450
0,0,600,52,62,200
0,0,750,52,62,150
1,0,86,52,20,600
1,0,152,72,20,600
1,0,85,72,62,200
0,0,212,52,62,250
1,0,250,52,62,300
1,0,173,52,62,300
0,0,124,52,41,400
0,0,62,52,62,350
0,1,77,52,5,2000
1,0,462,52,62,200
1,0,441,82,62,250
1,0,284,52,41,400
0,0,116,52,41,600
0,1,113,72,20,1000
0,0,62,52,62,200
1,0,72,52,13,500
1,0,252,52,13,400
0,0,52,52,62,250
0,0,101,82,20,500
1,0,115,52,62,200
0,0,57,52,62,300
1,0,89,52,41,500
1,0,87,72,62,200
1,0,470,52,41,300
0,0,47,52,62,300
1,0,58,52,41,300
1,0,166,52,30,400
1,0,100,52,62,400
1,0,71,52,67,500
1,0,185,50,62,450
0,0,49,52,41,800
1,0,72,52,41,550
0,0,30,52,62,500
0,0,43,52,9,150
1,0,291,52,63,300
0,0,270,52,41,500
0,1,96,5,60,1200
0,1,1103,62,5,1650
0,0,97,62,24,1000
0,1,4781,52,49,2600
0,0,2324,52,52,1800
1,0,1734,52,57,1400
0,0,777,52,46,1400
1,1,471,52,21,1200
0,0,742,52,57,1500
0,1,405,52,46,1500
1,1,664,52,5,1100
0,1,96,52,4,1100
1,0,174,82,21,800
0,1,77,52,5,2000
0,1,96,5,60,1200
0,1,1103,62,5,1650
1,1,2423,62,21,1100
0,1,617,62,38,1800
0,0,930,62,21,800
0,0,103,62,21,900
0,0,84,62,21,1200
1,1,405,5,21,800
1,1,6470,52,21,1400
1,0,1734,52,57,1400
0,1,167,61,5,1400
1,1,471,52,21,1200
0,0,742,52,57,1500
1,1,664,52,5,1100
0,1,96,52,4,1100
1,0,174,82,21,800
0,1,77,52,5,2000
1,1,203,66,20,1200
1,1,4752,12,20,1500
0,0,1015,65,20,500
0,1,620,65,37,3400
0,1,312,65,37,2000
0,1,103,65,20,1900
0,1,2219,66,20,1800
1,1,3152,49,20,1500
0,1,2143,48,37,2200
1,1,1943,49,20,2100
0,0,988,49,37,3000
1,1,1142,12,21,1200
1,1,1431,12,21,1700
1,1,772,48,20,1400
0,1,689,66,37,2500
1,0,3286,12,20,750
0,0,698,49,37,3000
0,1,54,49,20,1500
0,1,341,48,21,1000
0,0,469,48,25,1500
1,0,57,8,20,1500
0,0,53,66,37,2000
0,1,331,66,20,1200
0,1,930,8,20,800
1,1,570,73,20,1200
1,0,167,66,21,1700
1,1,1055,48,20,1600
1,0,159,27,20,1300
1,1,200,49,20,1600
0,1,274,49,37,3000
1,0,119,66,20,1000
0,0,122,48,21,1200
0,0,255,27,20,1000
0,0,132,8,20,650
0,0,90,76,20,1400
0,0,108,49,20,800
0,0,145,66,22,1000
0,1,105,8,20,1000
0,0,67,66,20,500
0,0,52,66,20,1200
0,0,118,66,20,650
0,1,166,78,37,2800
0,1,1086,78,20,1600
0,1,329,15,46,1300
1,1,476,15,20,1700
1,1,189,74,21,1300
1,1,91,15,20,1800
0,1,110,61,20,1600
1,0,75,85,20,1000
0,1,158,15,20,1100
1,1,972,12,13,750
1,1,2747,49,13,1200
1,1,2859,65,22,800
0,0,74,65,13,400
1,0,88,65,35,400
1,0,123,65,13,600
0,0,2295,12,13,1100
0,0,3599,76,13,900
1,1,726,49,22,1700
0,1,1750,12,13,1000
0,0,2652,12,13,600
1,0,1115,48,1,600
0,1,568,49,22,2500
1,0,3581,12,13,650
0,0,526,48,1,1400
1,0,119,66,13,700
0,0,797,12,16,900
0,0,1469,49,33,450
1,0,488,12,13,700
1,0,1135,27,13,800
0,1,305,73,13,750
1,0,97,27,16,650
0,0,619,8,13,500
1,0,121,49,14,500
0,1,98,48,14,1000
0,0,105,48,19,1200
1,0,74,8,13,650
1,0,70,12,10,500
0,1,317,49,13,800
0,0,145,66,22,1000
0,0,74,76,13,500
1,0,263,49,13,700
0,0,104,8,13,800
0,0,47,8,13,350
1,1,4841,15,59,1300
1,0,658,15,17,750
0,0,38,81,17,1100
0,0,167,78,13,750
1,1,864,15,22,1000
1,0,745,15,13,750
0,0,116,78,22,1000
0,0,99,78,13,600
1,0,882,26,29,500
1,0,385,11,29,450
1,0,496,26,62,300
1,0,288,76,62,500
1,0,295,65,72,500
1,0,115,65,29,650
1,0,87,81,72,200
1,0,360,18,62,350
1,0,385,78,13,500
1,0,69,4,62,500
1,0,376,49,70,200
1,0,3581,12,13,650
1,0,93,20,62,300
1,0,638,65,30,400
1,0,30,65,72,600
1,0,3286,12,20,750
1,0,262,73,20,500
1,0,1087,8,66,550
1,0,114,81,29,500
1,1,570,73,20,1200
1,0,116,78,62,150
1,0,208,78,62,250
1,0,152,72,20,600
1,0,2162,65,20,600
1,0,106,81,29,800
1,0,236,73,62,750
1,0,212,15,62,400
1,0,631,61,35,450
1,0,79,20,62,300
1,1,60,76,62,400
0,0,1796,65,20,800
1,0,152,78,20,650
0,0,45,61,20,900
1,0,75,73,20,500
1,0,661,14,62,600
1,1,3727,48,23,1300
1,0,82,20,72,400
1,1,197,76,20,800
1,0,1749,8,30,400
1,0,54,65,20,550
1,0,180,78,20,750
1,1,772,48,20,1400
1,0,2521,48,20,1600
1,0,41,26,29,400
1,0,56,76,62,400
1,0,165,12,62,350
1,0,70,12,10,500
1,1,4752,12,20,1500
1,0,93,8,62,300
1,1,4841,15,59,1300
0,0,62,76,20,400
1,0,70,45,29,600
1,0,280,72,20,600
1,0,47,66,30,300
1,1,637,15,20,1100
1,1,1648,15,20,1300
1,0,272,49,12,250
1,0,266,66,20,850
1,0,65,49,45,300
1,0,111,73,20,500
1,0,121,49,62,400
1,0,112,72,30,400
1,1,1431,12,21,1700
1,1,2747,49,13,1200
1,1,2053,49,20,1500
1,0,105,30,62,200
1,0,125,8,43,400
1,1,415,8,5,1600
1,0,182,14,20,800
0,0,583,78,13,700
1,1,1142,12,21,1200
1,0,60,20,62,300
1,0,161,76,62,300
1,0,303,14,20,500
1,0,113,73,62,250
1,0,222,8,41,450
1,0,313,73,20,700
1,0,1115,48,1,600
1,0,790,66,62,400
1,0,131,8,20,700
0,1,1025,8,20,700
1,0,402,15,20,600
1,0,104,8,70,400
1,0,87,78,20,500
1,0,148,8,41,450
0,0,1195,65,20,550
1,0,150,20,30,500
1,0,75,85,20,1000
1,0,458,65,62,400
1,0,363,65,20,1000
1,0,444,78,14,700
1,0,64,12,62,400
1,0,1773,76,20,750
1,0,241,4,13,700
0,0,1916,65,30,400
1,0,72,4,62,300
1,1,2859,65,22,800
1,1,512,48,21,1300
1,0,787,12,20,650
1,0,123,76,30,400
1,0,658,15,17,750
1,0,7584,12,46,1500
1,0,80,14,64,350
0,1,930,8,20,800
1,1,864,15,22,1000
1,1,866,65,20,1400
1,0,111,15,30,500
1,0,218,8,20,800
1,0,184,8,62,500
1,0,1106,78,20,1300
1,0,1384,20,20,700
1,0,120,78,20,600
1,1,463,12,20,600
1,0,157,85,20,450
